step,loss,val_loss,lr,tok_per_sec,grad_norm,elapsed_sec,tokens_seen,step_ms
37960,2.32114,,0.000382,399289.0,0.1312,22040.2,9951248384.0,656.5
37970,2.364305,,0.000382,400861.0,0.1308,22046.8,9953869824.0,654.0
37980,2.346119,,0.000382,399256.0,0.1304,22053.3,9956491264.0,656.6
37990,2.35164,,0.000382,399240.0,0.1292,22059.9,9959112704.0,656.6
38000,2.347064,,0.000381,401481.0,0.1286,22066.5,9961734144.0,652.9
38010,2.367474,,0.000381,400909.0,0.1299,22083.8,9964355584.0,653.9
38020,2.313422,,0.000381,399650.0,0.1274,22090.4,9966977024.0,655.9
38030,2.347126,,0.000381,400834.0,0.1334,22097.0,9969598464.0,654.0
38040,2.317652,,0.000381,400698.0,0.1295,22103.5,9972219904.0,654.2
38050,2.36542,,0.000381,401174.0,0.1325,22110.1,9974841344.0,653.4
38060,2.372683,,0.000381,398943.0,0.1313,22116.6,9977462784.0,657.1
38070,2.347817,,0.000381,398708.0,0.1289,22123.2,9980084224.0,657.5
38080,2.304876,,0.000381,399770.0,0.1276,22129.8,9982705664.0,655.7
38090,2.401094,,0.00038,397201.0,0.1299,22136.3,9985327104.0,660.0
38100,2.326325,,0.00038,399341.0,0.14,22142.9,9987948544.0,656.4
38110,2.343068,,0.00038,400208.0,0.1357,22149.5,9990569984.0,655.0
38120,2.285896,,0.00038,399572.0,0.1305,22156.0,9993191424.0,656.1
38130,2.337223,,0.00038,398480.0,0.1313,22162.6,9995812864.0,657.9
38140,2.336494,,0.00038,400522.0,0.1296,22169.2,9998434304.0,654.5
38150,2.37043,,0.00038,400069.0,0.1309,22175.8,10001055744.0,655.2
38160,2.328626,,0.00038,398326.0,0.1334,22182.3,10003677184.0,658.1
38170,2.357002,,0.00038,400991.0,0.1288,22188.9,10006298624.0,653.7
38180,2.382715,,0.00038,399962.0,0.1373,22195.5,10008920064.0,655.4
38190,2.332837,,0.000379,399770.0,0.1365,22202.0,10011541504.0,655.7
38200,2.360116,,0.000379,401206.0,0.1292,22208.6,10014162944.0,653.4
38210,2.345206,,0.000379,398509.0,0.1324,22215.2,10016784384.0,657.8
38220,2.327326,,0.000379,397759.0,0.1306,22221.7,10019405824.0,659.1
38230,2.338068,,0.000379,400241.0,0.128,22228.3,10022027264.0,655.0
38240,2.327473,,0.000379,399058.0,0.1301,22234.9,10024648704.0,656.9
38250,2.34427,,0.000379,398518.0,0.1278,22241.4,10027270144.0,657.8
38260,2.354548,,0.000379,399449.0,0.1331,22248.0,10029891584.0,656.3
38270,2.337008,,0.000379,399759.0,0.1354,22254.6,10032513024.0,655.8
38280,2.343114,,0.000379,399648.0,0.133,22261.2,10035134464.0,655.9
38290,2.353176,,0.000378,398596.0,0.1302,22267.8,10037755904.0,657.7
38300,2.370934,,0.000378,397178.0,0.1281,22274.3,10040377344.0,660.0
38310,2.348685,,0.000378,400370.0,0.1285,22280.9,10042998784.0,654.8
38320,2.374097,,0.000378,399328.0,0.1347,22287.5,10045620224.0,656.5
38330,2.355864,,0.000378,400364.0,0.1324,22294.0,10048241664.0,654.8
38340,2.353101,,0.000378,399642.0,0.1358,22300.6,10050863104.0,655.9
38350,2.342211,,0.000378,399466.0,0.1377,22307.2,10053484544.0,656.2
38360,2.333843,,0.000378,400526.0,0.1293,22313.7,10056105984.0,654.5
38370,2.359539,,0.000378,399692.0,0.1318,22320.4,10058727424.0,655.9
38380,2.376712,,0.000378,398267.0,0.1309,22327.0,10061348864.0,658.2
38390,2.348772,,0.000377,398534.0,0.141,22333.6,10063970304.0,657.8
38400,2.36683,,0.000377,401016.0,0.1334,22340.1,10066591744.0,653.7
38410,2.381265,,0.000377,400516.0,0.1336,22346.7,10069213184.0,654.5
38420,2.35356,,0.000377,400269.0,0.1334,22353.3,10071834624.0,654.9
38430,2.358792,,0.000377,399513.0,0.135,22359.9,10074456064.0,656.2
38440,2.380967,,0.000377,400641.0,0.1274,22366.4,10077077504.0,654.3
38450,2.33207,,0.000377,399593.0,0.1279,22373.0,10079698944.0,656.0
38460,2.30174,,0.000377,399871.0,0.1322,22379.6,10082320384.0,655.6
38470,2.311198,,0.000377,398310.0,0.1331,22386.1,10084941824.0,658.1
38480,2.349685,,0.000377,400821.0,0.1323,22392.7,10087563264.0,654.0
38490,2.348747,,0.000376,398381.0,0.1504,22399.3,10090184704.0,658.0
38500,2.354961,,0.000376,399367.0,0.1325,22405.9,10092806144.0,656.4
38510,2.359692,,0.000376,398354.0,0.1346,22414.0,10095427584.0,658.1
38520,2.33275,,0.000376,399702.0,0.1368,22420.6,10098049024.0,655.8
38530,2.363221,,0.000376,398588.0,0.133,22427.1,10100670464.0,657.7
38540,2.363206,,0.000376,398146.0,0.1331,22433.7,10103291904.0,658.4
38550,2.339078,,0.000376,399462.0,0.1319,22440.3,10105913344.0,656.2
38560,2.368448,,0.000376,397388.0,0.1332,22446.8,10108534784.0,659.7
38570,2.354582,,0.000376,399217.0,0.1331,22453.4,10111156224.0,656.6
38580,2.337321,,0.000376,397980.0,0.1336,22460.0,10113777664.0,658.7
38590,2.375984,,0.000375,399443.0,0.1326,22466.6,10116399104.0,656.3
38600,2.355055,,0.000375,398011.0,0.1362,22473.1,10119020544.0,658.6
38610,2.36313,,0.000375,398910.0,0.1342,22479.7,10121641984.0,657.2
38620,2.360884,,0.000375,397101.0,0.1385,22486.3,10124263424.0,660.1
38630,2.369517,,0.000375,400796.0,0.1317,22492.9,10126884864.0,654.1
38640,2.344091,,0.000375,400554.0,0.1354,22499.4,10129506304.0,654.5
38650,2.335574,,0.000375,399615.0,0.1318,22506.0,10132127744.0,656.0
38660,2.33277,,0.000375,398246.0,0.1388,22512.6,10134749184.0,658.2
38670,2.324194,,0.000375,399155.0,0.1305,22519.2,10137370624.0,656.7
38680,2.335358,,0.000374,399775.0,0.132,22525.7,10139992064.0,655.7
38690,2.311991,,0.000374,401059.0,0.1372,22532.3,10142613504.0,653.6
38700,2.346754,,0.000374,399261.0,0.1291,22538.9,10145234944.0,656.6
38710,2.332044,,0.000374,399676.0,0.1374,22545.5,10147856384.0,655.9
38720,2.337862,,0.000374,399727.0,0.1419,22552.0,10150477824.0,655.8
38730,2.330207,,0.000374,399314.0,0.1358,22558.6,10153099264.0,656.5
38740,2.332155,,0.000374,399331.0,0.1339,22565.2,10155720704.0,656.5
38750,2.311043,,0.000374,399910.0,0.1289,22571.7,10158342144.0,655.5
38760,2.368282,,0.000374,398889.0,0.1654,22578.3,10160963584.0,657.2
38770,2.346779,,0.000374,398841.0,0.1349,22584.9,10163585024.0,657.3
38780,2.34006,,0.000373,399059.0,0.1362,22591.5,10166206464.0,656.9
38790,2.313721,,0.000373,400597.0,0.1363,22598.0,10168827904.0,654.4
38800,2.353582,,0.000373,398669.0,0.1313,22604.6,10171449344.0,657.5
38810,2.356669,,0.000373,398959.0,0.1284,22611.2,10174070784.0,657.1
38820,2.374908,,0.000373,398791.0,0.1323,22617.7,10176692224.0,657.3
38830,2.341996,,0.000373,397093.0,0.1294,22624.3,10179313664.0,660.2
38840,2.323025,,0.000373,397653.0,0.1304,22630.9,10181935104.0,659.2
38850,2.336344,,0.000373,398961.0,0.1323,22637.4,10184556544.0,657.1
38860,2.373161,,0.000373,399419.0,0.1354,22644.0,10187177984.0,656.3
38870,2.330532,,0.000373,397285.0,0.1344,22650.6,10189799424.0,659.8
38880,2.316075,,0.000372,398889.0,0.1333,22657.1,10192420864.0,657.2
38890,2.317144,,0.000372,399562.0,0.1427,22663.7,10195042304.0,656.1
38900,2.319365,,0.000372,398070.0,0.1316,22670.3,10197663744.0,658.5
38910,2.30652,,0.000372,398896.0,0.136,22676.8,10200285184.0,657.2
38920,2.355577,,0.000372,398948.0,0.1408,22683.4,10202906624.0,657.1
38930,2.362057,,0.000372,398911.0,0.1303,22690.0,10205528064.0,657.1
38940,2.350963,,0.000372,398544.0,0.1353,22696.5,10208149504.0,657.8
38950,2.286067,,0.000372,400010.0,0.1342,22703.1,10210770944.0,655.3
38960,2.336578,,0.000372,399947.0,0.1339,22709.7,10213392384.0,655.4
38970,2.366965,,0.000372,399408.0,0.1358,22716.2,10216013824.0,656.3
38980,2.349138,,0.000371,400149.0,0.1342,22722.8,10218635264.0,655.1
38990,2.351382,,0.000371,399562.0,0.1306,22729.4,10221256704.0,656.1
39000,2.348944,,0.000371,399879.0,0.1295,22735.9,10223878144.0,655.6
39010,2.338062,,0.000371,399856.0,0.1337,22750.8,10226499584.0,655.6
39020,2.317105,,0.000371,399237.0,0.134,22757.4,10229121024.0,656.6
39030,2.341586,,0.000371,399415.0,0.1313,22764.0,10231742464.0,656.3
39040,2.351769,,0.000371,399466.0,0.1346,22770.5,10234363904.0,656.2
39050,2.32494,,0.000371,397808.0,0.1322,22777.1,10236985344.0,659.0
39060,2.31596,,0.000371,398829.0,0.1331,22783.7,10239606784.0,657.3
39070,2.341475,,0.00037,398322.0,0.1311,22790.2,10242228224.0,658.1
39080,2.344921,,0.00037,399766.0,0.1367,22796.8,10244849664.0,655.7
39090,2.326307,,0.00037,398167.0,0.1327,22803.4,10247471104.0,658.4
39100,2.347761,,0.00037,399765.0,0.1343,22810.0,10250092544.0,655.7
39110,2.369674,,0.00037,399119.0,0.1413,22816.5,10252713984.0,656.8
39120,2.308212,,0.00037,398550.0,0.1329,22823.1,10255335424.0,657.7
39130,2.339336,,0.00037,400608.0,0.1324,22829.7,10257956864.0,654.4
39140,2.325793,,0.00037,399228.0,0.1325,22836.2,10260578304.0,656.6
39150,2.351621,,0.00037,400780.0,0.1373,22842.8,10263199744.0,654.1
39160,2.369446,,0.00037,398852.0,0.1313,22849.4,10265821184.0,657.2
39170,2.340906,,0.000369,400885.0,0.1393,22855.9,10268442624.0,653.9
39180,2.321842,,0.000369,398757.0,0.1384,22862.5,10271064064.0,657.4
39190,2.312908,,0.000369,399426.0,0.1314,22869.1,10273685504.0,656.3
39200,2.310707,,0.000369,397826.0,0.1347,22875.7,10276306944.0,658.9
39210,2.320976,,0.000369,398818.0,0.1312,22882.2,10278928384.0,657.3
39220,2.328071,,0.000369,400832.0,0.1383,22888.8,10281549824.0,654.0
39230,2.319588,,0.000369,400067.0,0.137,22895.4,10284171264.0,655.3
39240,2.35837,,0.000369,399000.0,0.1302,22901.9,10286792704.0,657.0
39250,2.344356,,0.000369,399201.0,0.1309,22908.5,10289414144.0,656.7
39260,2.340058,,0.000369,398466.0,0.1317,22915.1,10292035584.0,657.9
39270,2.362049,,0.000368,399751.0,0.1355,22921.7,10294657024.0,655.8
39280,2.366442,,0.000368,399864.0,0.134,22928.2,10297278464.0,655.6
39290,2.332958,,0.000368,398843.0,0.1354,22934.8,10299899904.0,657.3
39300,2.342914,,0.000368,399424.0,0.1336,22941.4,10302521344.0,656.3
39310,2.317608,,0.000368,399618.0,0.1383,22947.9,10305142784.0,656.0
39320,2.346561,,0.000368,401124.0,0.135,22954.5,10307764224.0,653.5
39330,2.321895,,0.000368,400304.0,0.1339,22961.1,10310385664.0,654.9
39340,2.355999,,0.000368,400210.0,0.1364,22967.6,10313007104.0,655.0
39350,2.35816,,0.000368,398781.0,0.1335,22974.2,10315628544.0,657.4
39360,2.325955,,0.000368,399316.0,0.1308,22980.8,10318249984.0,656.5
39370,2.340141,,0.000367,399166.0,0.1346,22987.3,10320871424.0,656.7
39380,2.367847,,0.000367,398553.0,0.1313,22993.9,10323492864.0,657.7
39390,2.307415,,0.000367,399511.0,0.132,23000.5,10326114304.0,656.2
39400,2.315282,,0.000367,398316.0,0.1367,23007.1,10328735744.0,658.1
39410,2.304479,,0.000367,400609.0,0.1351,23013.6,10331357184.0,654.4
39420,2.33464,,0.000367,398936.0,0.1394,23020.2,10333978624.0,657.1
39430,2.349767,,0.000367,400285.0,0.1343,23026.8,10336600064.0,654.9
39440,2.332532,,0.000367,400007.0,0.1301,23033.3,10339221504.0,655.3
39450,2.324474,,0.000367,399671.0,0.1353,23039.9,10341842944.0,655.9
39460,2.371566,,0.000367,399157.0,0.1369,23046.5,10344464384.0,656.7
39470,2.327249,,0.000366,400583.0,0.1287,23053.1,10347085824.0,654.4
39480,2.33348,,0.000366,401087.0,0.1393,23059.6,10349707264.0,653.6
39490,2.347345,,0.000366,398455.0,0.1362,23066.2,10352328704.0,657.9
39500,2.328062,,0.000366,401065.0,0.1301,23072.8,10354950144.0,653.6
39510,2.346304,,0.000366,399157.0,0.1323,23080.9,10357571584.0,656.7
39520,2.325921,,0.000366,399469.0,0.1343,23087.5,10360193024.0,656.2
39530,2.357832,,0.000366,399041.0,0.1343,23094.1,10362814464.0,656.9
39540,2.348377,,0.000366,399405.0,0.1385,23100.7,10365435904.0,656.3
39550,2.324259,,0.000366,399292.0,0.1374,23107.2,10368057344.0,656.5
39560,2.321888,,0.000365,400448.0,0.1304,23113.8,10370678784.0,654.6
39570,2.336038,,0.000365,397879.0,0.1368,23120.4,10373300224.0,658.9
39580,2.353028,,0.000365,400200.0,0.1314,23127.0,10375921664.0,655.0
39590,2.364539,,0.000365,401422.0,0.1379,23133.5,10378543104.0,653.0
39600,2.301789,,0.000365,400464.0,0.135,23140.1,10381164544.0,654.6
39610,2.327793,,0.000365,396490.0,0.1328,23146.7,10383785984.0,661.2
39620,2.348035,,0.000365,399231.0,0.1311,23153.3,10386407424.0,656.6
39630,2.326252,,0.000365,398902.0,0.1339,23159.8,10389028864.0,657.2
39640,2.336537,,0.000365,400626.0,0.1323,23166.4,10391650304.0,654.3
39650,2.351305,,0.000365,399842.0,0.1378,23173.0,10394271744.0,655.6
39660,2.298634,,0.000364,399526.0,0.1345,23179.5,10396893184.0,656.1
39670,2.336299,,0.000364,399241.0,0.1322,23186.1,10399514624.0,656.6
39680,2.30057,,0.000364,397634.0,0.1315,23192.7,10402136064.0,659.3
39690,2.326699,,0.000364,399348.0,0.1402,23199.3,10404757504.0,656.4
39700,2.340939,,0.000364,398904.0,0.1351,23205.8,10407378944.0,657.2
39710,2.338274,,0.000364,400206.0,0.1358,23212.4,10410000384.0,655.0
39720,2.371011,,0.000364,399817.0,0.1377,23219.2,10412621824.0,655.7
39730,2.347338,,0.000364,399608.0,0.1397,23225.8,10415243264.0,656.0
39740,2.339657,,0.000364,399998.0,0.1326,23232.4,10417864704.0,655.4
39750,2.326879,,0.000364,398605.0,0.1349,23238.9,10420486144.0,657.7
39760,2.32047,,0.000363,397822.0,0.1414,23245.5,10423107584.0,658.9
39770,2.371956,,0.000363,398802.0,0.1384,23252.1,10425729024.0,657.3
39780,2.351866,,0.000363,400038.0,0.133,23258.7,10428350464.0,655.3
39790,2.325911,,0.000363,398265.0,0.1316,23265.2,10430971904.0,658.2
39800,2.349577,,0.000363,398351.0,0.1341,23271.9,10433593344.0,658.1
39810,2.333913,,0.000363,398962.0,0.1325,23278.5,10436214784.0,657.1
39820,2.32739,,0.000363,399537.0,0.1325,23285.1,10438836224.0,656.1
39830,2.335154,,0.000363,400084.0,0.1319,23291.7,10441457664.0,655.2
39840,2.32413,,0.000363,400168.0,0.1351,23298.2,10444079104.0,655.1
39850,2.330045,,0.000363,400489.0,0.1327,23304.8,10446700544.0,654.6
39860,2.341051,,0.000362,398965.0,0.1334,23311.4,10449321984.0,657.1
39870,2.323817,,0.000362,399931.0,0.1368,23317.9,10451943424.0,655.5
39880,2.362245,,0.000362,400009.0,0.1383,23324.5,10454564864.0,655.3
39890,2.369797,,0.000362,397757.0,0.1337,23331.1,10457186304.0,659.1
39900,2.314655,,0.000362,398519.0,0.1337,23337.6,10459807744.0,657.8
39910,2.374784,,0.000362,399942.0,0.133,23344.2,10462429184.0,655.5
39920,2.333618,,0.000362,400895.0,0.1327,23350.8,10465050624.0,653.9
39930,2.342602,,0.000362,399841.0,0.1382,23357.4,10467672064.0,655.6
39940,2.337419,,0.000362,399376.0,0.1445,23363.9,10470293504.0,656.4
39950,2.353914,,0.000361,399540.0,0.1386,23370.5,10472914944.0,656.1
39960,2.315228,,0.000361,399372.0,0.1393,23377.1,10475536384.0,656.4
39970,2.331724,,0.000361,392174.0,0.1325,23383.7,10478157824.0,668.4
39980,2.353406,,0.000361,398767.0,0.1298,23390.2,10480779264.0,657.4
39990,2.327319,,0.000361,400244.0,0.1351,23396.8,10483400704.0,655.0
40000,2.343178,,0.000361,398932.0,0.1331,23403.4,10486022144.0,657.1
40010,2.362069,,0.000361,400929.0,0.1356,23418.6,10488643584.0,653.8
40020,2.337963,,0.000361,399131.0,0.1312,23425.1,10491265024.0,656.8
40030,2.333458,,0.000361,398984.0,0.1375,23431.7,10493886464.0,657.0
40040,2.360185,,0.000361,398528.0,0.1341,23438.3,10496507904.0,657.8
40050,2.30968,,0.00036,397591.0,0.1348,23444.9,10499129344.0,659.3
40060,2.356627,,0.00036,399198.0,0.1349,23451.4,10501750784.0,656.7
40070,2.332008,,0.00036,398188.0,0.1326,23458.0,10504372224.0,658.3
40080,2.310664,,0.00036,398592.0,0.1337,23464.6,10506993664.0,657.7
40090,2.316624,,0.00036,398727.0,0.1331,23471.2,10509615104.0,657.5
40100,2.319659,,0.00036,399044.0,0.1389,23477.8,10512236544.0,656.9
40110,2.353086,,0.00036,400325.0,0.1351,23484.3,10514857984.0,654.8
40120,2.332477,,0.00036,398870.0,0.1325,23490.9,10517479424.0,657.2
40130,2.340816,,0.00036,398262.0,0.133,23497.5,10520100864.0,658.2
40140,2.341928,,0.00036,399820.0,0.141,23504.0,10522722304.0,655.7
40150,2.296978,,0.000359,399582.0,0.135,23510.6,10525343744.0,656.0
40160,2.357703,,0.000359,398816.0,0.1334,23517.2,10527965184.0,657.3
40170,2.365915,,0.000359,400276.0,0.1338,23523.7,10530586624.0,654.9
40180,2.316108,,0.000359,398449.0,0.1363,23530.3,10533208064.0,657.9
40190,2.331414,,0.000359,399053.0,0.1327,23536.9,10535829504.0,656.9
40200,2.319342,,0.000359,399502.0,0.1331,23543.5,10538450944.0,656.2
40210,2.332141,,0.000359,398327.0,0.1387,23550.0,10541072384.0,658.1
40220,2.320855,,0.000359,399688.0,0.1354,23556.6,10543693824.0,655.9
40230,2.328439,,0.000359,400786.0,0.141,23563.2,10546315264.0,654.1
40240,2.350952,,0.000358,399228.0,0.144,23569.7,10548936704.0,656.6
40250,2.309064,,0.000358,400012.0,0.1337,23576.3,10551558144.0,655.3
40260,2.338917,,0.000358,398576.0,0.138,23582.9,10554179584.0,657.7
40270,2.33419,,0.000358,398748.0,0.1379,23589.5,10556801024.0,657.4
40280,2.33453,,0.000358,399951.0,0.143,23596.0,10559422464.0,655.4
40290,2.346889,,0.000358,399404.0,0.1338,23602.6,10562043904.0,656.3
40300,2.318406,,0.000358,397040.0,0.1375,23609.2,10564665344.0,660.2
40310,2.344167,,0.000358,398677.0,0.134,23615.8,10567286784.0,657.5
40320,2.343582,,0.000358,399078.0,0.1354,23622.3,10569908224.0,656.9
40330,2.363313,,0.000358,398909.0,0.1392,23628.9,10572529664.0,657.2
40340,2.346919,,0.000357,400531.0,0.1384,23635.5,10575151104.0,654.5
40350,2.304421,,0.000357,400381.0,0.1383,23642.1,10577772544.0,654.7
40360,2.310773,,0.000357,399040.0,0.1431,23648.6,10580393984.0,656.9
40370,2.320059,,0.000357,398760.0,0.1388,23655.2,10583015424.0,657.4
40380,2.364562,,0.000357,399943.0,0.1413,23661.8,10585636864.0,655.5
40390,2.351519,,0.000357,398789.0,0.1454,23668.3,10588258304.0,657.4
40400,2.305089,,0.000357,399618.0,0.1348,23674.9,10590879744.0,656.0
40410,2.368134,,0.000357,400341.0,0.1351,23681.5,10593501184.0,654.8
40420,2.330049,,0.000357,399713.0,0.1347,23688.0,10596122624.0,655.8
40430,2.35666,,0.000357,400837.0,0.1326,23694.6,10598744064.0,654.0
40440,2.35215,,0.000356,399634.0,0.1378,23701.2,10601365504.0,656.0
40450,2.295598,,0.000356,399293.0,0.1365,23707.7,10603986944.0,656.5
40460,2.313176,,0.000356,396853.0,0.1377,23714.3,10606608384.0,660.6
40470,2.333724,,0.000356,398146.0,0.1346,23720.9,10609229824.0,658.4
40480,2.338324,,0.000356,399517.0,0.1311,23727.5,10611851264.0,656.2
40490,2.318989,,0.000356,397316.0,0.1383,23734.0,10614472704.0,659.8
40500,2.333237,,0.000356,400135.0,0.137,23740.6,10617094144.0,655.1
40510,2.340448,,0.000356,399313.0,0.1328,23748.8,10619715584.0,656.5
40520,2.344113,,0.000356,400133.0,0.1401,23755.3,10622337024.0,655.1
40530,2.311465,,0.000356,398521.0,0.1348,23761.9,10624958464.0,657.8
40540,2.351508,,0.000355,399771.0,0.136,23768.5,10627579904.0,655.7
40550,2.313816,,0.000355,401348.0,0.1338,23775.0,10630201344.0,653.2
40560,2.320256,,0.000355,400663.0,0.1357,23781.6,10632822784.0,654.3
40570,2.338641,,0.000355,399125.0,0.14,23788.2,10635444224.0,656.8
40580,2.353434,,0.000355,399448.0,0.1328,23794.8,10638065664.0,656.3
40590,2.336892,,0.000355,399652.0,0.142,23801.3,10640687104.0,655.9
40600,2.32763,,0.000355,398112.0,0.1364,23807.9,10643308544.0,658.5
40610,2.379151,,0.000355,401360.0,0.1383,23814.5,10645929984.0,653.1
40620,2.377233,,0.000355,399594.0,0.1338,23821.0,10648551424.0,656.0
40630,2.314659,,0.000354,399007.0,0.1385,23827.6,10651172864.0,657.0
40640,2.316203,,0.000354,400322.0,0.1348,23834.2,10653794304.0,654.8
40650,2.324982,,0.000354,398972.0,0.1326,23840.8,10656415744.0,657.0
40660,2.322076,,0.000354,399984.0,0.1328,23847.3,10659037184.0,655.4
40670,2.287853,,0.000354,399186.0,0.1404,23853.9,10661658624.0,656.7
40680,2.325328,,0.000354,398224.0,0.138,23860.5,10664280064.0,658.3
40690,2.302862,,0.000354,398278.0,0.1375,23867.1,10666901504.0,658.2
40700,2.333016,,0.000354,397804.0,0.1361,23873.6,10669522944.0,659.0
40710,2.30658,,0.000354,399404.0,0.1356,23880.2,10672144384.0,656.3
40720,2.32365,,0.000354,399394.0,0.1338,23886.9,10674765824.0,656.4
40730,2.323451,,0.000353,399678.0,0.1415,23893.5,10677387264.0,655.9
40740,2.331593,,0.000353,399453.0,0.1377,23900.1,10680008704.0,656.3
40750,2.357764,,0.000353,398828.0,0.136,23906.6,10682630144.0,657.3
40760,2.348623,,0.000353,398697.0,0.1327,23913.2,10685251584.0,657.5
40770,2.338432,,0.000353,399374.0,0.1394,23919.8,10687873024.0,656.4
40780,2.346083,,0.000353,399384.0,0.1429,23926.4,10690494464.0,656.4
40790,2.300753,,0.000353,399085.0,0.1428,23932.9,10693115904.0,656.9
40800,2.351482,,0.000353,400879.0,0.1381,23939.5,10695737344.0,653.9
40810,2.347068,,0.000353,399238.0,0.1366,23946.1,10698358784.0,656.6
40820,2.312922,,0.000353,399041.0,0.1347,23952.7,10700980224.0,656.9
40830,2.317623,,0.000352,399135.0,0.1353,23959.2,10703601664.0,656.8
40840,2.331505,,0.000352,398721.0,0.1337,23965.8,10706223104.0,657.5
40850,2.334651,,0.000352,398121.0,0.1386,23972.4,10708844544.0,658.5
40860,2.287926,,0.000352,398689.0,0.137,23979.0,10711465984.0,657.5
40870,2.286985,,0.000352,398645.0,0.1335,23985.5,10714087424.0,657.6
40880,2.319008,,0.000352,399804.0,0.1428,23992.1,10716708864.0,655.7
40890,2.310533,,0.000352,398974.0,0.1425,23998.7,10719330304.0,657.0
40900,2.341084,,0.000352,398403.0,0.1341,24005.3,10721951744.0,658.0
40910,2.336309,,0.000352,398745.0,0.1395,24011.8,10724573184.0,657.4
40920,2.353051,,0.000351,399884.0,0.1416,24018.4,10727194624.0,655.6
40930,2.317731,,0.000351,398746.0,0.1392,24025.0,10729816064.0,657.4
40940,2.321695,,0.000351,399227.0,0.1339,24031.5,10732437504.0,656.6
40950,2.329185,,0.000351,398336.0,0.134,24038.1,10735058944.0,658.1
40960,2.305489,,0.000351,400563.0,0.1351,24044.7,10737680384.0,654.4
40970,2.323863,,0.000351,398352.0,0.1387,24051.3,10740301824.0,658.1
40980,2.359102,,0.000351,399824.0,0.1392,24057.8,10742923264.0,655.6
40990,2.368406,,0.000351,400354.0,0.137,24064.4,10745544704.0,654.8
41000,2.32646,,0.000351,398634.0,0.1414,24071.0,10748166144.0,657.6
41010,2.3245,,0.000351,400123.0,0.136,24087.7,10750787584.0,655.2
41020,2.370782,,0.00035,398872.0,0.1355,24094.3,10753409024.0,657.2
41030,2.286459,,0.00035,399337.0,0.1374,24100.9,10756030464.0,656.4
41040,2.331003,,0.00035,400387.0,0.1333,24107.4,10758651904.0,654.7
41050,2.350963,,0.00035,399251.0,0.1434,24114.0,10761273344.0,656.6
41060,2.359338,,0.00035,399490.0,0.1346,24120.6,10763894784.0,656.2
41070,2.346043,,0.00035,398848.0,0.1457,24127.2,10766516224.0,657.3
41080,2.33281,,0.00035,400406.0,0.139,24133.7,10769137664.0,654.7
41090,2.333436,,0.00035,398876.0,0.1382,24140.3,10771759104.0,657.2
41100,2.344966,,0.00035,398562.0,0.137,24146.9,10774380544.0,657.7
41110,2.366137,,0.00035,399502.0,0.1372,24153.5,10777001984.0,656.2
41120,2.294273,,0.000349,400531.0,0.1348,24160.0,10779623424.0,654.5
41130,2.313663,,0.000349,399195.0,0.1415,24166.6,10782244864.0,656.7
41140,2.301201,,0.000349,399999.0,0.1372,24173.2,10784866304.0,655.4
41150,2.307062,,0.000349,399482.0,0.1387,24179.7,10787487744.0,656.2
41160,2.308232,,0.000349,398967.0,0.1349,24186.3,10790109184.0,657.1
41170,2.355036,,0.000349,399451.0,0.1373,24192.9,10792730624.0,656.3
41180,2.335859,,0.000349,398335.0,0.1388,24199.5,10795352064.0,658.1
41190,2.329812,,0.000349,399234.0,0.1406,24206.1,10797973504.0,656.6
41200,2.334827,,0.000349,400464.0,0.1471,24212.6,10800594944.0,654.6
41210,2.331502,,0.000349,398817.0,0.1364,24219.2,10803216384.0,657.3
41220,2.320633,,0.000348,399644.0,0.1384,24225.8,10805837824.0,655.9
41230,2.332456,,0.000348,400744.0,0.1376,24232.4,10808459264.0,654.1
41240,2.321158,,0.000348,395998.0,0.1411,24239.0,10811080704.0,662.0
41250,2.328062,,0.000348,399202.0,0.1342,24245.5,10813702144.0,656.7
41260,2.317199,,0.000348,397882.0,0.1338,24252.1,10816323584.0,658.8
41270,2.290753,,0.000348,398824.0,0.139,24258.7,10818945024.0,657.3
41280,2.293441,,0.000348,399567.0,0.1398,24265.2,10821566464.0,656.1
41290,2.300482,,0.000348,398839.0,0.1471,24271.8,10824187904.0,657.3
41300,2.278725,,0.000348,398755.0,0.143,24278.4,10826809344.0,657.4
41310,2.335722,,0.000347,399762.0,0.1368,24285.0,10829430784.0,655.7
41320,2.303492,,0.000347,400518.0,0.1364,24291.6,10832052224.0,654.5
41330,2.322747,,0.000347,398283.0,0.137,24298.1,10834673664.0,658.2
41340,2.333555,,0.000347,398536.0,0.1355,24304.7,10837295104.0,657.8
41350,2.340375,,0.000347,398655.0,0.1432,24311.3,10839916544.0,657.6
41360,2.335699,,0.000347,399860.0,0.1379,24317.9,10842537984.0,655.6
41370,2.30013,,0.000347,401369.0,0.1378,24324.4,10845159424.0,653.1
41380,2.334775,,0.000347,399584.0,0.1384,24331.0,10847780864.0,656.0
41390,2.312245,,0.000347,396986.0,0.1384,24337.6,10850402304.0,660.3
41400,2.303395,,0.000347,400300.0,0.1361,24344.2,10853023744.0,654.9
41410,2.332668,,0.000346,398337.0,0.1347,24350.7,10855645184.0,658.1
41420,2.348624,,0.000346,399720.0,0.1448,24357.3,10858266624.0,655.8
41430,2.26607,,0.000346,400318.0,0.1367,24363.9,10860888064.0,654.8
41440,2.345652,,0.000346,400158.0,0.1408,24370.5,10863509504.0,655.1
